type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
CASH_OUT,46661.03,C1969042957,46661.03,0,C58256247,587237.65,633898.68,1
TRANSFER,447589.21,C1628562361,447589.21,0,C675686656,0,0,1
CASH_OUT,447589.21,C1554219817,447589.21,0,C1514839015,0,447589.21,1
TRANSFER,1754597.44,C276718485,1754597.44,0,C1947776397,0,0,1
CASH_OUT,1754597.44,C937470096,1754597.44,0,C363508140,354948.04,2109545.48,1
TRANSFER,1.00E+07,C1660275627,12321633.57,2321633.57,C851819118,0,0,1
CASH_OUT,1.00E+07,C766182565,1.00E+07,0,C585344505,0,1.00E+07,1
TRANSFER,2321633.57,C1235032852,2321633.57,0,C1296897597,0,0,1
CASH_OUT,2321633.57,C31072228,2321633.57,0,C2043561429,0,2321633.57,1
TRANSFER,1309602.55,C597569560,1309602.55,0,C992060684,0,0,1
CASH_OUT,1309602.55,C1472962938,1309602.55,0,C11257751,119342.55,1428945.1,1
TRANSFER,456930.88,C71043059,456930.88,0,C1737929512,0,0,1
CASH_OUT,456930.88,C763431178,456930.88,0,C1562779762,0,456930.88,1
TRANSFER,39342.59,C215109738,39342.59,0,C355565326,0,0,1
CASH_OUT,39342.59,C1582503246,39342.59,0,C1615989110,0,39342.59,1
TRANSFER,143175.23,C470624098,143175.23,0,C1784460632,0,0,1
CASH_OUT,143175.23,C1950513519,143175.23,0,C1497532505,695647.18,838822.41,1
TRANSFER,4262592.28,C261172273,4262592.28,0,C1673497915,0,0,1
CASH_OUT,4262592.28,C1909269068,4262592.28,0,C1758624073,237422.88,4500015.17,1
TRANSFER,1.00E+07,C108630257,10850530.59,850530.59,C1865083017,0,0,1
CASH_OUT,1.00E+07,C1577276514,1.00E+07,0,C1370100102,295862.46,10295862.46,1
TRANSFER,850530.59,C1303640793,850530.59,0,C2112578501,0,0,1
CASH_OUT,850530.59,C657363011,850530.59,0,C936698630,177074.44,1027605.03,1
TRANSFER,521986.29,C916412259,521986.29,0,C256100884,0,0,1
CASH_OUT,521986.29,C1336256989,521986.29,0,C1335226757,3392896.17,3914882.45,1
TRANSFER,2052851.64,C1016160383,2052851.64,0,C1670523748,0,0,1
CASH_OUT,2052851.64,C2044685006,2052851.64,0,C1035537848,2785850.47,4838702.12,1
TRANSFER,2343696.85,C692748109,2343696.85,0,C145912882,0,0,1
CASH_OUT,2343696.85,C1652159172,2343696.85,0,C1212506708,158778.61,2502475.46,1
TRANSFER,441423.44,C1716496327,441423.44,0,C200111106,0,0,1
CASH_OUT,441423.44,C479817904,441423.44,0,C2038026076,671179.67,1112603.11,1
TRANSFER,272187.2,C961503749,272187.2,0,C1831005460,0,0,1
CASH_OUT,272187.2,C1661574690,272187.2,0,C1460474682,0,272187.2,1
TRANSFER,222735.34,C1044355469,222735.34,0,C1424892116,0,0,1
CASH_OUT,222735.34,C1332040146,222735.34,0,C1197434553,0,222735.34,1
TRANSFER,1072345.79,C114044821,1072345.79,0,C1178875500,0,0,1
CASH_OUT,1072345.79,C1155543640,1072345.79,0,C867904898,0,1072345.79,1
TRANSFER,1749325.14,C1343086585,1749325.14,0,C256353022,0,0,1
CASH_OUT,1749325.14,C1029257629,1749325.14,0,C1200877577,1327198.86,3076524,1
TRANSFER,16734.61,C166709172,16734.61,0,C1054064905,0,0,1
CASH_OUT,16734.61,C334771525,16734.61,0,C2015196071,0,16734.61,1
TRANSFER,376367.26,C747436564,376367.26,0,C644153669,0,0,1
CASH_OUT,376367.26,C672988614,376367.26,0,C563840868,0,376367.26,1
TRANSFER,6647155.99,C146567614,6647155.99,0,C860816450,0,0,1
CASH_OUT,6647155.99,C2030660606,6647155.99,0,C1098443300,0,6647155.99,1
TRANSFER,443682.96,C1174423768,443682.96,0,C861921612,0,0,1
CASH_OUT,443682.96,C1497447156,443682.96,0,C817261687,587076.1,1030759.06,1
TRANSFER,178180.03,C1660149357,178180.03,0,C1502223655,0,0,1
CASH_OUT,178180.03,C455134566,178180.03,0,C790415785,114156.1,292336.13,1
TRANSFER,96474.91,C1171171367,96474.91,0,C359717577,0,0,1
CASH_OUT,96474.91,C1496296182,96474.91,0,C1435664818,0,96474.91,1
TRANSFER,2019508.99,C891657273,2019508.99,0,C862850216,0,0,1
CASH_OUT,2019508.99,C776987005,2019508.99,0,C960046463,15973.05,2035482.04,1
TRANSFER,3490916,C864985630,3490916,0,C713202339,0,0,1
CASH_OUT,3490916,C1526528147,3490916,0,C138172146,112756.43,3603672.42,1
TRANSFER,222694.08,C711809884,222694.08,0,C1914647954,0,0,1
CASH_OUT,222694.08,C1931470495,222694.08,0,C1495297398,0,222694.08,1
TRANSFER,5239429.19,C1514931968,5239429.19,0,C1789156105,0,0,1
CASH_OUT,5239429.19,C1998644906,5239429.19,0,C658898647,20373.48,5259802.67,1
TRANSFER,1085637.56,C575768328,1085637.56,0,C1581687599,0,0,1
CASH_OUT,1085637.56,C1409592985,1085637.56,0,C1064567159,0,1085637.56,1
TRANSFER,2081051.56,C568675237,2081051.56,0,C1502060896,0,0,1
CASH_OUT,2081051.56,C455106183,2081051.56,0,C314805116,3480217.18,5561268.74,1
TRANSFER,1868438.44,C1589465909,1868438.44,0,C749177191,0,0,1
CASH_OUT,1868438.44,C715029330,1868438.44,0,C236534502,0,1868438.44,1
TRANSFER,1334919.42,C17859234,1334919.42,0,C121307567,0,0,1
CASH_OUT,1334919.42,C315283970,1334919.42,0,C527460234,2565752.24,3900671.66,1
TRANSFER,268366.47,C1593902970,268366.47,0,C2132178163,0,0,1
CASH_OUT,268366.47,C316319818,268366.47,0,C1564045599,6454803.87,6723170.34,1
TRANSFER,8589704.49,C1961162790,8589704.49,0,C111676219,0,0,1
CASH_OUT,8589704.49,C495266984,8589704.49,0,C597537774,2811300.49,11401004.98,1
TRANSFER,227624.3,C2064336595,227624.3,0,C1761158321,0,0,1
CASH_OUT,227624.3,C2002908001,227624.3,0,C1885290668,0,227624.3,1
TRANSFER,1275236.3,C1608267319,1275236.3,0,C584314061,0,0,1
CASH_OUT,1275236.3,C937991476,1275236.3,0,C329005682,10656.62,1285892.92,1
TRANSFER,98050.29,C1843517598,98050.29,0,C1588665319,0,0,1
CASH_OUT,98050.29,C1194075950,98050.29,0,C2037283628,0,98050.29,1
TRANSFER,6558087.93,C1050618331,6558087.93,0,C1361886731,0,0,1
CASH_OUT,6558087.93,C89412579,6558087.93,0,C733817123,0,6558087.93,1
TRANSFER,2479691.37,C760905654,2479691.37,0,C584068116,0,0,1
CASH_OUT,2479691.37,C1805381656,2479691.37,0,C1314078496,16351.96,2496043.32,1
TRANSFER,225301.45,C500485629,225301.45,0,C822023370,0,0,1
CASH_OUT,225301.45,C1591403785,225301.45,0,C74903852,358027.9,583329.35,1
TRANSFER,608290.12,C1988957761,608290.12,0,C133170874,0,0,1
CASH_OUT,608290.12,C1818027225,608290.12,0,C1832609455,187218.01,795508.14,1
TRANSFER,134383.84,C721022515,134383.84,0,C1466098281,0,0,1
CASH_OUT,134383.84,C655782193,134383.84,0,C1483980714,1034013.27,1168397.11,1
TRANSFER,1.00E+07,C1562962865,16580427.81,6580427.81,C964933148,0,0,1
CASH_OUT,1.00E+07,C1693784348,1.00E+07,0,C890563348,0,1.00E+07,1
TRANSFER,6580427.81,C575504528,6580427.81,0,C1530040429,0,0,1
CASH_OUT,6580427.81,C511307813,6580427.81,0,C377087678,0,6580427.81,1
TRANSFER,117345.35,C1686904928,117345.35,0,C807316421,0,0,1
CASH_OUT,117345.35,C1034868972,117345.35,0,C633592175,0,117345.35,1
TRANSFER,1202443.49,C1431929580,1202443.49,0,C1237289789,0,0,1
CASH_OUT,1202443.49,C804554509,1202443.49,0,C1258193111,193304.8,1395748.29,1
TRANSFER,1467324.96,C348342265,1467324.96,0,C2039650387,0,0,1
CASH_OUT,1467324.96,C97658415,1467324.96,0,C1960732564,75565.92,1542890.88,1
TRANSFER,124121.57,C1262019477,124121.57,0,C411274724,0,0,1
CASH_OUT,124121.57,C2024192922,124121.57,0,C742155073,413610.96,537732.53,1
TRANSFER,5818863.13,C229756338,5818863.13,0,C1902984290,0,0,1
CASH_OUT,5818863.13,C1520029619,5818863.13,0,C152631073,227196.79,6046059.92,1
TRANSFER,1348095.12,C1279803681,1348095.12,0,C1617123235,0,0,1
CASH_OUT,1348095.12,C614361316,1348095.12,0,C1077760469,0,1348095.12,1
TRANSFER,271150.29,C213083209,271150.29,0,C1918913776,0,0,1
CASH_OUT,271150.29,C1431720928,271150.29,0,C1276777256,105282.66,376432.95,1
TRANSFER,59893.41,C1284144520,59893.41,0,C1435949580,0,0,1
CASH_OUT,59893.41,C723840682,59893.41,0,C1714270621,2411666.65,2471560.05,1
TRANSFER,2984434.36,C568807005,2984434.36,0,C417695471,0,0,1
CASH_OUT,2984434.36,C1499429209,2984434.36,0,C1399829166,5498919.48,8483353.84,1
TRANSFER,5863.97,C108249800,5863.97,0,C898806761,0,0,1
CASH_OUT,5863.97,C2090380520,5863.97,0,C1941943656,0,5863.97,1
TRANSFER,76640.82,C1716897320,76640.82,0,C233158023,0,0,1
CASH_OUT,76640.82,C47767227,76640.82,0,C756075054,0,76640.82,1
TRANSFER,3972968.92,C438643114,3972968.92,0,C883677752,0,0,1
CASH_OUT,3972968.92,C602094058,3972968.92,0,C680273351,254133.26,4227102.18,1
TRANSFER,4713935.64,C1800396600,4713935.64,0,C68101846,0,0,1
CASH_OUT,4713935.64,C791079404,4713935.64,0,C62464448,529413.85,5243349.49,1
TRANSFER,82648.3,C11779770,82648.3,0,C478014939,0,0,1
CASH_OUT,82648.3,C1771024241,82648.3,0,C1799501138,403817.5,486465.79,1
TRANSFER,7748802,C149785547,7748802,0,C733601841,0,0,1
CASH_OUT,7748802,C172044102,7748802,0,C648423233,0,7748802,1
TRANSFER,634911.47,C387585754,634911.47,0,C1352527302,0,0,1
CASH_OUT,634911.47,C66770799,634911.47,0,C1680241779,8841.66,643753.13,1
TRANSFER,1825908.12,C1739433736,1825908.12,0,C988790876,0,0,1
CASH_OUT,1825908.12,C1679134628,1825908.12,0,C1851310686,0,1825908.12,1
TRANSFER,607684.02,C603912506,607684.02,0,C100427864,0,0,1
CASH_OUT,607684.02,C1995047813,607684.02,0,C1810856999,1788810.68,2396494.7,1
TRANSFER,158279.4,C2088071095,158279.4,0,C2038364008,0,0,1
CASH_OUT,158279.4,C878032690,158279.4,0,C1366404133,778522.62,936802.02,1
TRANSFER,72665.95,C1614200747,72665.95,0,C253218862,0,0,1
CASH_OUT,72665.95,C1181122051,72665.95,0,C1800302951,31012.3,103678.25,1
TRANSFER,1340263.67,C288991663,1340263.67,0,C1161141257,0,0,1
CASH_OUT,1340263.67,C147611805,1340263.67,0,C1596756534,371963.94,1712227.61,1
TRANSFER,493.28,C1723063411,493.28,0,C1565674952,0,0,1
CASH_OUT,493.28,C2126327419,493.28,0,C1658560139,1078812.78,1079306.06,1
TRANSFER,241337.83,C1999586448,241337.83,0,C532302073,0,0,1
CASH_OUT,241337.83,C1512619992,241337.83,0,C671135114,1170157.34,1411495.17,1
TRANSFER,322991.82,C570470570,322991.82,0,C1232811511,0,0,1
CASH_OUT,322991.82,C895065191,322991.82,0,C317556709,57138.9,380130.72,1
TRANSFER,46779.04,C954160536,46779.04,0,C96624580,0,0,1
CASH_OUT,46779.04,C664202020,46779.04,0,C390829633,0,46779.04,1
TRANSFER,7535.58,C11831964,7535.58,0,C802410376,0,0,1
CASH_OUT,7535.58,C2046264393,7535.58,0,C592516907,44609.54,52145.11,1
TRANSFER,487276.8,C1002859898,487276.8,0,C647242478,0,0,1
CASH_OUT,487276.8,C731475693,487276.8,0,C1413151160,0,487276.8,1
TRANSFER,1160652.82,C257814888,1160652.82,0,C706563298,0,0,1
CASH_OUT,1160652.82,C1246624006,1160652.82,0,C1479799057,249210.51,1409863.33,1
TRANSFER,5741.05,C1122558088,5741.05,0,C47401126,0,0,1
CASH_OUT,5741.05,C577110078,5741.05,0,C661765724,1657816.03,1663557.07,1
TRANSFER,223228.11,C204083284,223228.11,0,C1120953259,0,0,1
CASH_OUT,223228.11,C600776492,223228.11,0,C856386556,252901.53,476129.65,1
TRANSFER,681007.64,C1124786108,681007.64,0,C1894579301,0,0,1
CASH_OUT,681007.64,C1824809477,681007.64,0,C1850161112,660790.68,1341798.32,1
TRANSFER,756426.12,C816867193,756426.12,0,C2118158219,0,0,1
CASH_OUT,756426.12,C1801267260,756426.12,0,C1693181403,1612984.89,2369411.01,1
TRANSFER,247455.25,C2126511572,247455.25,0,C1932237865,0,0,1
CASH_OUT,247455.25,C832863308,247455.25,0,C672244107,2691845.54,2939300.79,1
TRANSFER,688473.32,C1924852703,688473.32,0,C43802286,0,0,1
CASH_OUT,688473.32,C1476270190,688473.32,0,C83742367,47171.96,735645.29,1
TRANSFER,4895343.33,C1479969874,4895343.33,0,C327601402,0,0,1
CASH_OUT,4895343.33,C2003694835,4895343.33,0,C1708120011,286035.4,5181378.73,1
TRANSFER,88424.06,C2132033219,88424.06,0,C1378618834,0,0,1
CASH_OUT,88424.06,C871094830,88424.06,0,C697909635,1058979.19,1147403.25,1
TRANSFER,1033878.67,C2083698154,1033878.67,0,C22852055,0,0,1
CASH_OUT,1033878.67,C997616929,1033878.67,0,C1469065727,6177505.77,7211384.44,1
TRANSFER,92545.17,C1699397290,92545.17,0,C495812513,0,0,1
CASH_OUT,92545.17,C144515719,92545.17,0,C1147986175,0,92545.17,1
TRANSFER,767879.02,C1642679195,767879.02,0,C289912687,0,0,1
CASH_OUT,767879.02,C1778269666,767879.02,0,C340908219,302527.93,1070406.95,1
TRANSFER,171200.54,C1500602777,171200.54,0,C2119310535,0,0,1
CASH_OUT,171200.54,C949614890,171200.54,0,C505532836,76266.33,247466.87,1
TRANSFER,34099.1,C319281201,34099.1,0,C2021539165,0,0,1
CASH_OUT,34099.1,C193914526,34099.1,0,C918538157,0,34099.1,1
TRANSFER,8950011.46,C1495344095,8950011.46,0,C128292751,0,0,1
CASH_OUT,8950011.46,C780587384,8950011.46,0,C602293403,3501917.61,12451929.08,1
TRANSFER,62318.91,C57496265,62318.91,0,C1810937959,0,0,1
CASH_OUT,62318.91,C2133585452,62318.91,0,C563718131,975697.67,1038016.58,1
TRANSFER,148305.3,C792987085,148305.3,0,C1731551447,0,0,1
CASH_OUT,148305.3,C936451148,148305.3,0,C819382970,0,148305.3,1
TRANSFER,248409.56,C2096636104,248409.56,0,C1589898085,0,0,1
CASH_OUT,248409.56,C1492323121,248409.56,0,C1162648274,2156174.28,2404583.85,1
TRANSFER,351268.75,C692830443,351268.75,0,C1399533146,0,0,1
CASH_OUT,351268.75,C1019329213,351268.75,0,C1199437917,767889.35,1119158.1,1
TRANSFER,59628.24,C1046546525,59628.24,0,C2014793230,0,0,1
CASH_OUT,59628.24,C1826008632,59628.24,0,C1992468113,686111.28,745739.53,1
TRANSFER,526787.54,C715932448,526787.54,0,C1500247255,0,0,1
CASH_OUT,526787.54,C17858706,526787.54,0,C756639057,2422.53,563605.43,1
TRANSFER,203874.62,C926108639,203874.62,0,C1426041212,0,0,1
CASH_OUT,203874.62,C2016803098,203874.62,0,C1127806629,472690.19,676564.81,1
TRANSFER,20986.02,C1154403636,20986.02,0,C1043093762,0,0,1
CASH_OUT,20986.02,C142790245,20986.02,0,C592056924,3259785.07,3280771.09,1
TRANSFER,71329.73,C216292279,71329.73,0,C1773862727,0,0,1
CASH_OUT,71329.73,C872768364,71329.73,0,C634479660,0,71329.73,1
TRANSFER,2533650.09,C89581847,2533650.09,0,C1844657396,0,0,1
CASH_OUT,2533650.09,C4863930,2533650.09,0,C581627997,440696.98,2974347.07,1
TRANSFER,108213.6,C586432166,108213.6,0,C810627720,0,0,1
CASH_OUT,108213.6,C1360735702,108213.6,0,C831415203,3191417.38,3299630.98,1
TRANSFER,365114.84,C516411527,365114.84,0,C1860612852,0,0,1
CASH_OUT,365114.84,C1664110305,365114.84,0,C1912599968,89333.98,454448.82,1
TRANSFER,2274766.1,C750509301,2274766.1,0,C881302071,0,0,1
CASH_OUT,2274766.1,C2063172145,2274766.1,0,C835515236,0,2274766.1,1
TRANSFER,135845.3,C84275859,135845.3,0,C2031100289,0,0,1
CASH_OUT,135845.3,C1714727890,135845.3,0,C1924984729,448088.56,583933.86,1
TRANSFER,9208368.83,C1256410677,9208368.83,0,C1153188048,0,0,1
CASH_OUT,9208368.83,C1490382663,9208368.83,0,C601562346,115423.33,9323792.17,1
TRANSFER,7596886.83,C926688459,7596886.83,0,C1810250799,0,0,1
CASH_OUT,7596886.83,C1942950399,7596886.83,0,C1781043707,1022130.96,8619017.79,1
TRANSFER,25761.04,C1899367925,25761.04,0,C2085710932,0,0,1
CASH_OUT,25761.04,C2061910313,25761.04,0,C1505894809,896426.99,922188.03,1
TRANSFER,235458.67,C936646245,235458.67,0,C1402958323,0,0,1
CASH_OUT,235458.67,C187429960,235458.67,0,C448754795,0,235458.67,1
TRANSFER,334790.89,C2135188443,334790.89,0,C1068035657,0,0,1
CASH_OUT,334790.89,C292943018,334790.89,0,C850515807,307317.47,642108.36,1
TRANSFER,753723.54,C1436025461,753723.54,0,C1927560310,0,0,1
CASH_OUT,753723.54,C1098392781,753723.54,0,C1993661917,0,753723.54,1
TRANSFER,362837.15,C691233312,362837.15,0,C834545584,0,0,1
CASH_OUT,362837.15,C981578814,362837.15,0,C509990885,137964.62,500801.77,1
TRANSFER,378527.71,C32558037,378527.71,0,C1253659543,0,0,1
CASH_OUT,378527.71,C1803730185,378527.71,0,C134543538,419294.74,797822.46,1
TRANSFER,21580.37,C765450059,21580.37,0,C125935569,0,0,1
CASH_OUT,21580.37,C712964669,21580.37,0,C621549388,0,21580.37,1
TRANSFER,450458.78,C1707425123,450458.78,0,C226736635,0,0,1
CASH_OUT,450458.78,C998822926,450458.78,0,C1895261064,24817.29,475276.07,1
TRANSFER,10211.81,C1057819107,10211.81,0,C97284144,0,0,1
CASH_OUT,10211.81,C268984152,10211.81,0,C700461668,1975715.1,1985926.91,1
TRANSFER,30846.84,C913635242,30846.84,0,C282425253,0,0,1
CASH_OUT,30846.84,C1162806660,30846.84,0,C1165026794,851418.16,882265,1
TRANSFER,107834.85,C466412897,107834.85,0,C816944286,0,0,1
CASH_OUT,107834.85,C1121795717,107834.85,0,C63022697,0,107834.85,1
TRANSFER,269187.87,C1859628307,269187.87,0,C638336367,0,0,1
CASH_OUT,269187.87,C185770751,269187.87,0,C1583425323,0,269187.87,1
TRANSFER,441873.49,C171987241,441873.49,0,C143177495,0,0,1
CASH_OUT,441873.49,C1484076319,441873.49,0,C690812923,0,441873.49,1
TRANSFER,1445166.74,C757889087,1445166.74,0,C688244166,0,0,1
CASH_OUT,1445166.74,C1104869047,1445166.74,0,C950258202,11066539.39,12511706.13,1
TRANSFER,6546019,C1767197728,6546019,0,C1526183462,0,0,1
CASH_OUT,6546019,C1776150191,6546019,0,C562081008,1342360.08,14782044.54,1
TRANSFER,424962.9,C614646392,424962.9,0,C1100349536,0,0,1
CASH_OUT,424962.9,C191725289,424962.9,0,C1157386392,322327.23,747290.13,1
TRANSFER,618381.01,C1639715926,618381.01,0,C1433454555,0,0,1
CASH_OUT,618381.01,C1411461059,618381.01,0,C2146664506,856512.38,1474893.39,1
TRANSFER,15177.97,C1421733222,15177.97,0,C1718960484,0,0,1
CASH_OUT,15177.97,C1516644096,15177.97,0,C743776906,796115.69,811293.67,1
TRANSFER,478078.24,C427680107,478078.24,0,C1365760959,0,0,1
CASH_OUT,478078.24,C939398813,478078.24,0,C274347857,0,478078.24,1
TRANSFER,829645.3,C80183609,829645.3,0,C618118021,0,0,1
CASH_OUT,829645.3,C1555099712,829645.3,0,C846177864,0,829645.3,1
TRANSFER,120214.74,C41154667,120214.74,0,C488579069,0,0,1
CASH_OUT,120214.74,C1757210539,120214.74,0,C193366588,1512381.47,1632596.21,1
TRANSFER,634385.97,C1791366162,634385.97,0,C1152394024,0,0,1
CASH_OUT,634385.97,C998715487,634385.97,0,C198443055,463366.45,1097752.42,1
TRANSFER,185238.61,C2117660675,185238.61,0,C138001655,0,0,1
CASH_OUT,185238.61,C935134354,185238.61,0,C939313752,37287.36,222525.97,1
TRANSFER,1076518.28,C1987328742,1076518.28,0,C697444332,0,0,1
CASH_OUT,1076518.28,C404387463,1076518.28,0,C851327636,2451179.2,3527697.48,1
TRANSFER,415785.89,C990820697,415785.89,0,C1804765408,0,0,1
CASH_OUT,415785.89,C1388535947,415785.89,0,C1984912341,2903051.84,3318837.73,1
TRANSFER,146729.67,C1943481220,146729.67,0,C676856624,0,0,1
CASH_OUT,146729.67,C661431090,146729.67,0,C249687884,0,146729.67,1
TRANSFER,975389.94,C891486597,975389.94,0,C951633995,0,0,1
CASH_OUT,975389.94,C1423124005,975389.94,0,C1736112221,532969.05,1508358.99,1
TRANSFER,364375.51,C1765014536,364375.51,0,C2037810492,0,0,1
CASH_OUT,364375.51,C864862655,364375.51,0,C66207511,1167810.86,1532186.38,1
TRANSFER,43814.15,C1204866352,43814.15,0,C16371707,0,0,1
CASH_OUT,43814.15,C1113533628,43814.15,0,C664038638,4177401.35,4221215.5,1
TRANSFER,474467.2,C1221668517,474467.2,0,C2134508873,0,0,1
CASH_OUT,474467.2,C1621566840,474467.2,0,C1076657596,121181.01,295538.25,1
TRANSFER,6391.6,C1446359154,6391.6,0,C1765191456,0,0,1
CASH_OUT,6391.6,C1610942799,6391.6,0,C1312990529,2954292.05,2960683.65,1
TRANSFER,2299330.46,C376938867,2299330.46,0,C1217738819,0,0,1
CASH_OUT,2299330.46,C1269100700,2299330.46,0,C12644050,1403092.21,3736457.5,1
TRANSFER,342120.59,C1280846631,342120.59,0,C1962241451,0,0,1
CASH_OUT,342120.59,C870356100,342120.59,0,C1052706087,136141.99,487983.3,1
TRANSFER,337810.17,C1598819354,337810.17,0,C1081484003,0,0,1
CASH_OUT,337810.17,C206355745,337810.17,0,C1521769124,2016352.07,2354162.24,1
TRANSFER,2137134.15,C1999096176,2137134.15,0,C136063013,0,0,1
CASH_OUT,2137134.15,C1080618255,2137134.15,0,C2108426428,237525.08,2374659.23,1
TRANSFER,3551022.86,C156594551,3551022.86,0,C672862177,0,0,1
CASH_OUT,3551022.86,C1267379776,3551022.86,0,C355648963,196995.31,3748018.17,1
TRANSFER,338062.05,C1562312616,338062.05,0,C227222097,0,0,1
CASH_OUT,338062.05,C1860206969,338062.05,0,C1374054155,237575.75,575637.8,1
TRANSFER,84312.29,C1386334187,84312.29,0,C250821807,0,0,1
CASH_OUT,84312.29,C1963429607,84312.29,0,C1947737398,121545.95,205858.24,1
TRANSFER,1031608.37,C1371377403,1031608.37,0,C1639950711,0,0,1
CASH_OUT,1031608.37,C1175145212,1031608.37,0,C357956588,0,1031608.37,1
TRANSFER,61756.82,C1415217064,61756.82,0,C2101562170,0,0,1
CASH_OUT,61756.82,C213016310,61756.82,0,C1383721742,191770.49,253527.31,1
TRANSFER,19692.68,C1019553772,19692.68,0,C1806361762,0,0,1
CASH_OUT,19692.68,C1577076013,19692.68,0,C546495530,0,19692.68,1
TRANSFER,9198459.96,C1938563375,9198459.96,0,C1187100670,0,0,1
CASH_OUT,9198459.96,C1904629487,9198459.96,0,C1741955070,258747.84,15173859.31,1
TRANSFER,40388.58,C1000513158,40388.58,0,C1758335977,0,0,1
CASH_OUT,40388.58,C587736003,40388.58,0,C1028710576,6981191.23,7021579.81,1
TRANSFER,420330.71,C1868228472,420330.71,0,C1690604100,0,0,1
CASH_OUT,420330.71,C932539468,420330.71,0,C1435443699,99227.28,519557.99,1
TRANSFER,161859.16,C968443194,161859.16,0,C65648363,0,0,1
CASH_OUT,161859.16,C1806063410,161859.16,0,C278197109,0,161859.16,1
TRANSFER,398219.08,C1304547531,398219.08,0,C19996570,0,0,1
CASH_OUT,398219.08,C1810039949,398219.08,0,C1995930923,0,398219.08,1
TRANSFER,19226.25,C56751982,19226.25,0,C2138523923,0,0,1
CASH_OUT,19226.25,C2130173515,19226.25,0,C1264209653,0,19226.25,1
TRANSFER,282018,C1799860706,282018,0,C80713537,0,0,1
CASH_OUT,282018,C1419296243,282018,0,C1696524301,2255136.89,2537154.89,1
TRANSFER,301579.42,C1802836404,301579.42,0,C1121500032,0,0,1
CASH_OUT,301579.42,C1960915719,301579.42,0,C260097311,125555.26,427134.68,1
TRANSFER,2070939.88,C1745983205,2070939.88,0,C754249835,0,0,1
CASH_OUT,2070939.88,C828265234,2070939.88,0,C62106011,22160714.25,24231654.14,1
TRANSFER,17207.65,C1767715756,17207.65,0,C785026451,0,0,1
CASH_OUT,17207.65,C2049160226,17207.65,0,C1883597351,0,17207.65,1
TRANSFER,613386.47,C1747145837,613386.47,0,C915095399,0,0,1
CASH_OUT,613386.47,C86115030,613386.47,0,C387748036,11220969.14,11834355.61,1
TRANSFER,1861928.35,C1160054760,1861928.35,0,C223760078,0,0,1
CASH_OUT,1861928.35,C386318315,1861928.35,0,C800378513,554516.48,2416444.82,1
TRANSFER,554501.15,C1771742794,554501.15,0,C799681184,0,0,1
CASH_OUT,554501.15,C1099639070,554501.15,0,C574402846,225415.81,779916.96,1
TRANSFER,972142.03,C47484490,972142.03,0,C698155401,0,0,1
CASH_OUT,972142.03,C129076810,972142.03,0,C948349145,0,972142.03,1
TRANSFER,723915.85,C452762754,723915.85,0,C66230253,0,0,1
CASH_OUT,723915.85,C574146734,723915.85,0,C1608490810,156579.28,880495.13,1
TRANSFER,1495203.8,C1515649837,1495203.8,0,C1556905270,0,0,1
CASH_OUT,1495203.8,C82999164,1495203.8,0,C95880754,0,1495203.8,1
TRANSFER,964388.1,C1529791682,964388.1,0,C215273988,0,0,1
CASH_OUT,964388.1,C186550452,964388.1,0,C2061604304,572484.42,1536872.53,1
TRANSFER,170038.31,C498550702,170038.31,0,C982724683,0,0,1
CASH_OUT,170038.31,C948610987,170038.31,0,C1691754688,88268.89,258307.2,1
TRANSFER,1950022.93,C464058059,1950022.93,0,C539311335,0,0,1
CASH_OUT,1950022.93,C865094709,1950022.93,0,C1348689298,0,1950022.93,1
TRANSFER,38115,C196135268,38115,0,C1809264943,0,0,1
CASH_OUT,38115,C1960830625,38115,0,C1755573980,190197.12,228312.12,1
TRANSFER,5903457.39,C139878018,5903457.39,0,C1395018529,0,0,1
CASH_OUT,5903457.39,C1826922858,5903457.39,0,C461663138,25879.97,5929337.36,1
TRANSFER,9207.38,C1777315934,9207.38,0,C44566269,0,0,1
CASH_OUT,9207.38,C202544710,9207.38,0,C728550781,0,9207.38,1
TRANSFER,786573,C1366635170,786573,0,C21231509,0,0,1
CASH_OUT,786573,C1420516343,786573,0,C567741813,0,786573,1
TRANSFER,205129.12,C1107458985,205129.12,0,C1531477011,0,0,1
CASH_OUT,205129.12,C758551247,205129.12,0,C635085468,480559.02,685688.15,1
TRANSFER,15560.34,C1954089665,15560.34,0,C286946566,0,0,1
CASH_OUT,15560.34,C1454695063,15560.34,0,C1691293574,1013358.63,1028918.97,1
TRANSFER,505580.22,C361536240,505580.22,0,C486742057,0,0,1
CASH_OUT,505580.22,C189821209,505580.22,0,C1628363112,18262.25,523842.47,1
TRANSFER,88748.63,C1144789769,88748.63,0,C655242288,0,0,1
CASH_OUT,88748.63,C1502031409,88748.63,0,C997271871,664794.37,753543,1
TRANSFER,623152.72,C462257354,623152.72,0,C565177857,0,0,1
CASH_OUT,623152.72,C2031063966,623152.72,0,C1705815867,847223.26,1470375.97,1
TRANSFER,46073.56,C1249464392,46073.56,0,C878074974,0,0,1
CASH_OUT,46073.56,C1488400986,46073.56,0,C152501477,1962.98,48036.54,1
TRANSFER,658637.38,C1165937367,658637.38,0,C70514826,0,0,1
