customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
'C655625028','6','F','28007','M495352832','28007','es_travel',4221.57,1
'C1849046345','4','F','28007','M732195782','28007','es_travel',1688.02,1
'C1273692645','3','M','28007','M732195782','28007','es_travel',5448.07,1
'C1928842916','2','M','28007','M732195782','28007','es_travel',5337.77,1
'C721654925','2','M','28007','M732195782','28007','es_travel',2502.26,1
'C831905583','3','M','28007','M2122776122','28007','es_home',589.21,1
'C2055156879','3','F','28007','M2122776122','28007','es_home',949.49,1
'C1007572087','2','F','28007','M480139044','28007','es_health',794.96,1
'C1175850429','4','M','28007','M480139044','28007','es_health',34.65,1
'C587299231','2','F','28007','M480139044','28007','es_health',271.84,1
'C330615170','2','F','28007','M480139044','28007','es_health',790.85,1
'C16723337','4','M','28007','M1649169323','28007','es_sportsandtoys',502.09,1
'C1572610482','3','F','28007','M1649169323','28007','es_sportsandtoys',369.29,1
'C756645719','2','F','28007','M2122776122','28007','es_home',466.62,1
'C1728122351','3','F','28007','M2122776122','28007','es_home',352.2,1
'C828968085','1','F','28007','M480139044','28007','es_health',111.3,1
'C1464489812','4','M','28007','M480139044','28007','es_health',354.22,1
'C1572610482','3','F','28007','M1649169323','28007','es_sportsandtoys',304.06,1
'C576358551','6','M','28007','M1649169323','28007','es_sportsandtoys',120.85,1
'C374616385','1','F','28007','M1888755466','28007','es_otherservices',506.9,1
'C374616385','1','F','28007','M1888755466','28007','es_otherservices',385.29,1
'C1769927077','2','F','28007','M480139044','28007','es_health',885.85,1
'C484268062','3','F','28007','M480139044','28007','es_health',465.86,1
'C841747618','3','M','28007','M1741626453','28007','es_sportsandtoys',528.45,1
'C353985741','2','M','28007','M1741626453','28007','es_sportsandtoys',74.69,1
'C1245363669','5','F','28007','M732195782','28007','es_travel',2431.87,1
'C1524019070','3','M','28007','M732195782','28007','es_travel',868.87,1
'C1464489812','4','M','28007','M980657600','28007','es_sportsandtoys',184.25,1
'C993027768','3','F','28007','M980657600','28007','es_sportsandtoys',346.65,1
'C218446443','2','M','28007','M1888755466','28007','es_otherservices',964.3,1
'C840054516','2','F','28007','M1888755466','28007','es_otherservices',293.37,1
'C57136184','6','F','28007','M980657600','28007','es_sportsandtoys',16.6,1
'C150587559','2','F','28007','M980657600','28007','es_sportsandtoys',98.34,1
'C587216359','5','F','28007','M732195782','28007','es_travel',1330.03,1
'C1478081031','4','F','28007','M732195782','28007','es_travel',5771.18,1
'C1994736634','4','F','28007','M855959430','28007','es_hyper',97.66,1
'C234264885','3','F','28007','M855959430','28007','es_hyper',10.84,1
'C1978250683','3','F','28007','M3697346','28007','es_leisure',317.26,1
'C811312110','3','F','28007','M3697346','28007','es_leisure',282.63,1
'C512338137','3','M','28007','M732195782','28007','es_travel',2364.02,1
'C512338137','3','M','28007','M732195782','28007','es_travel',2113.29,1
'C1275518867','5','F','28007','M980657600','28007','es_sportsandtoys',47.56,1
'C402758720','3','F','28007','M980657600','28007','es_sportsandtoys',310.53,1
'C1312615175','4','F','28007','M2011752106','28007','es_hotelservices',254.87,1
'C832611882','3','M','28007','M2011752106','28007','es_hotelservices',144.01,1
'C1134333439','3','M','28007','M980657600','28007','es_sportsandtoys',257.1,1
'C1799589925','5','M','28007','M980657600','28007','es_sportsandtoys',587.38,1
'C1079254393','1','F','28007','M980657600','28007','es_sportsandtoys',497.36,1
'C895105444','3','F','28007','M980657600','28007','es_sportsandtoys',500.86,1
'C2137381129','1','M','28007','M480139044','28007','es_health',10.56,1
'C1575599226','4','F','28007','M480139044','28007','es_health',729.12,1
'C218446443','2','M','28007','M857378720','28007','es_hotelservices',512.13,1
'C1777502922','2','F','28007','M857378720','28007','es_hotelservices',272.09,1
'C417267123','2','F','28007','M732195782','28007','es_travel',3905.2,1
'C1271627744','4','F','28007','M732195782','28007','es_travel',2070.36,1
'C404075543','4','M','28007','M980657600','28007','es_sportsandtoys',491.46,1
'C1338125837','3','F','28007','M980657600','28007','es_sportsandtoys',207.97,1
'C156263401','4','F','28007','M855959430','28007','es_hyper',285.73,1
'C617723960','4','F','28007','M855959430','28007','es_hyper',299.64,1
'C1450140987','4','F','28007','M980657600','28007','es_sportsandtoys',481.91,1
'C402758720','3','F','28007','M980657600','28007','es_sportsandtoys',549.03,1
'C2018553540','4','F','28007','M980657600','28007','es_sportsandtoys',105.58,1
'C1777502922','2','F','28007','M980657600','28007','es_sportsandtoys',281.93,1
'C86186949','2','F','28007','M732195782','28007','es_travel',2859.43,1
'C619464090','5','M','28007','M732195782','28007','es_travel',4177.26,1
'C1275518867','5','F','28007','M547558035','28007','es_fashion',705.42,1
'C2084566155','2','F','28007','M547558035','28007','es_fashion',83.51,1
'C1572610482','3','F','28007','M3697346','28007','es_leisure',146.7,1
'C1499701993','3','M','28007','M3697346','28007','es_leisure',232.24,1
'C204205576','3','F','28007','M480139044','28007','es_health',274.54,1
'C2136422351','2','F','28007','M480139044','28007','es_health',719.74,1
'C1978250683','3','F','28007','M17379832','28007','es_sportsandtoys',294.23,1
'C1214929092','3','M','28007','M17379832','28007','es_sportsandtoys',10.15,1
'C1350963410','5','F','28007','M17379832','28007','es_sportsandtoys',2.21,1
'C2025967620','3','F','28007','M17379832','28007','es_sportsandtoys',56.11,1
'C296571542','2','F','28007','M3697346','28007','es_leisure',366.57,1
'C2027325203','5','F','28007','M3697346','28007','es_leisure',333.36,1
'C1175850429','4','M','28007','M480139044','28007','es_health',1150.44,1
'C1237476993','1','M','28007','M480139044','28007','es_health',1090.44,1
'C1345265337','2','M','28007','M1535107174','28007','es_wellnessandbeauty',475.95,1
'C1849046345','4','F','28007','M1535107174','28007','es_wellnessandbeauty',31.02,1
'C965801920','3','F','28007','M480139044','28007','es_health',116.08,1
'C1709958311','6','M','28007','M480139044','28007','es_health',227.11,1
'C1073865173','4','F','28007','M980657600','28007','es_sportsandtoys',601.29,1
'C1541237057','2','F','28007','M980657600','28007','es_sportsandtoys',914.82,1
'C1849046345','4','F','28007','M980657600','28007','es_sportsandtoys',621.87,1
'C1928005021','1','F','28007','M980657600','28007','es_sportsandtoys',69.77,1
'C375144053','6','F','28007','M980657600','28007','es_sportsandtoys',284.03,1
'C1317710133','3','M','28007','M980657600','28007','es_sportsandtoys',69.11,1
'C1350963410','5','F','28007','M480139044','28007','es_health',56.15,1
'C1382187685','1','F','28007','M480139044','28007','es_health',246.18,1
'C1860405125','1','F','28007','M480139044','28007','es_health',757.12,1
'C1592279480','2','M','28007','M480139044','28007','es_health',690.01,1
'C1214929092','3','M','28007','M1888755466','28007','es_otherservices',24.64,1
'C183456137','1','M','28007','M1888755466','28007','es_otherservices',340.15,1
'C1195893546','5','M','28007','M78078399','28007','es_wellnessandbeauty',388.01,1
'C1572610482','3','F','28007','M78078399','28007','es_wellnessandbeauty',351.73,1
'C608547225','2','F','28007','M480139044','28007','es_health',536.8,1
'C1464489812','4','M','28007','M480139044','28007','es_health',885.57,1
'C1334695551','2','F','28007','M480139044','28007','es_health',129.84,1
'C55178455','3','M','28007','M480139044','28007','es_health',1197.16,1
'C195373250','3','M','28007','M980657600','28007','es_sportsandtoys',437.57,1
'C375459759','2','F','28007','M980657600','28007','es_sportsandtoys',385.85,1
'C85075290','3','F','28007','M480139044','28007','es_health',120.53,1
'C2113737065','2','F','28007','M480139044','28007','es_health',1032.72,1
'C1572610482','3','F','28007','M3697346','28007','es_leisure',350.32,1
'C1338125837','3','F','28007','M3697346','28007','es_leisure',291.52,1
'C1685492470','2','F','28007','M980657600','28007','es_sportsandtoys',678.3,1
'C617723960','4','F','28007','M980657600','28007','es_sportsandtoys',544.14,1
'C515668508','3','F','28007','M1888755466','28007','es_otherservices',234.76,1
'C611182051','2','F','28007','M1888755466','28007','es_otherservices',81.86,1
'C1001065306','1','M','28007','M480139044','28007','es_health',906.87,1
'C2055156879','3','F','28007','M480139044','28007','es_health',245.34,1
'C759236361','5','M','28007','M980657600','28007','es_sportsandtoys',205.43,1
'C759236361','5','M','28007','M980657600','28007','es_sportsandtoys',15.8,1
'C1275518867','5','F','28007','M480139044','28007','es_health',238.65,1
'C806399525','2','F','28007','M480139044','28007','es_health',33.86,1
'C2007848056','1','M','28007','M1873032707','28007','es_hotelservices',419.27,1
'C951689990','3','F','28007','M1873032707','28007','es_hotelservices',66.55,1
'C447271561','3','M','28007','M732195782','28007','es_travel',313.87,1
'C226946948','3','M','28007','M732195782','28007','es_travel',379.28,1
'C2004941826','2','F','28007','M1873032707','28007','es_hotelservices',6.08,1
'C1572610482','3','F','28007','M1873032707','28007','es_hotelservices',638.97,1
'C655866157','5','M','28007','M3697346','28007','es_leisure',392.35,1
'C806399525','2','F','28007','M3697346','28007','es_leisure',423.57,1
'C1597422235','3','F','28007','M209847108','28007','es_wellnessandbeauty',523.1,1
'C1849046345','4','F','28007','M209847108','28007','es_wellnessandbeauty',4.37,1
'C617723960','4','F','28007','M50039827','28007','es_health',130.56,1
'C704456922','2','M','28007','M50039827','28007','es_health',590.1,1
'C1849046345','4','F','28007','M480139044','28007','es_health',390.63,1
'C587299231','2','F','28007','M480139044','28007','es_health',964.91,1
'C806399525','2','F','28007','M855959430','28007','es_hyper',395.61,1
'C1367581052','4','M','28007','M855959430','28007','es_hyper',46.08,1
'C95356','1','M','28007','M480139044','28007','es_health',80.41,1
'C1175850429','4','M','28007','M480139044','28007','es_health',926.06,1
'C832611882','3','M','28007','M480139044','28007','es_health',290.69,1
'C547610089','4','F','28007','M480139044','28007','es_health',108.57,1
'C1994736634','4','F','28007','M480139044','28007','es_health',805.91,1
'C323852731','2','F','28007','M480139044','28007','es_health',540.7,1
'C1476505660','1','F','28007','M1294758098','28007','es_leisure',350.58,1
'C1342849651','1','M','28007','M1294758098','28007','es_leisure',276.31,1
'C2113737065','2','F','28007','M1649169323','28007','es_sportsandtoys',187.59,1
'C2126563017','3','F','28007','M1649169323','28007','es_sportsandtoys',376.97,1
'C1849046345','4','F','28007','M1294758098','28007','es_leisure',297.62,1
'C195373250','3','M','28007','M1294758098','28007','es_leisure',367.83,1
'C1839662768','3','F','28007','M855959430','28007','es_hyper',215.21,1
'C1839662768','3','F','28007','M855959430','28007','es_hyper',12.09,1
'C34111179','4','F','28007','M1294758098','28007','es_leisure',321.47,1
'C1883962820','3','F','28007','M1294758098','28007','es_leisure',438.55,1
'C1978250683','3','F','28007','M480139044','28007','es_health',353.62,1
'C1350963410','5','F','28007','M480139044','28007','es_health',415.19,1
'C1236533874','2','M','28007','M980657600','28007','es_sportsandtoys',442.07,1
'C1994736634','4','F','28007','M980657600','28007','es_sportsandtoys',62.4,1
'C297432139','2','F','28007','M855959430','28007','es_hyper',390.99,1
'C1269288419','3','M','28007','M855959430','28007','es_hyper',153.99,1
'C1404684380','5','F','28007','M480139044','28007','es_health',408.29,1
'C375459759','2','F','28007','M480139044','28007','es_health',669.91,1
'C1489632788','3','F','28007','M980657600','28007','es_sportsandtoys',350.72,1
'C1275518867','5','F','28007','M980657600','28007','es_sportsandtoys',200.85,1
'C312053639','3','M','28007','M980657600','28007','es_sportsandtoys',234.73,1
'C1489632788','3','F','28007','M980657600','28007','es_sportsandtoys',698.48,1
'C910454738','4','F','28007','M980657600','28007','es_sportsandtoys',707.91,1
'C704456922','2','M','28007','M980657600','28007','es_sportsandtoys',191.13,1
'C1978250683','3','F','28007','M732195782','28007','es_travel',2510.55,1
'C1398865038','3','F','28007','M732195782','28007','es_travel',4076.42,1
'C1127069069','2','F','28007','M1198415165','28007','es_wellnessandbeauty',317.01,1
'C1572610482','3','F','28007','M1198415165','28007','es_wellnessandbeauty',248.4,1
'C806399525','2','F','28007','M1649169323','28007','es_sportsandtoys',46.83,1
'C553434543','2','M','28007','M1649169323','28007','es_sportsandtoys',356.59,1
'C143498560','4','M','28007','M17379832','28007','es_sportsandtoys',79.81,1
'C1881495517','1','M','28007','M17379832','28007','es_sportsandtoys',230.1,1
'C810002129','2','F','28007','M732195782','28007','es_travel',1566.97,1
'C822948524','3','F','28007','M732195782','28007','es_travel',2413.18,1
'C1375956198','3','F','28007','M480139044','28007','es_health',343.02,1
'C1223439629','4','M','28007','M480139044','28007','es_health',250.5,1
'C1127069069','2','F','28007','M3697346','28007','es_leisure',298.3,1
'C1877622224','2','M','28007','M3697346','28007','es_leisure',417.68,1
'C218446443','2','M','28007','M980657600','28007','es_sportsandtoys',295.48,1
'C204205576','3','F','28007','M980657600','28007','es_sportsandtoys',156,1
'C57136184','6','F','28007','M732195782','28007','es_travel',4969.59,1
'C1572610482','3','F','28007','M732195782','28007','es_travel',3079.64,1
'C1464489812','4','M','28007','M980657600','28007','es_sportsandtoys',220.31,1
'C985141335','5','F','28007','M980657600','28007','es_sportsandtoys',594.42,1
'C11453786','3','M','28007','M980657600','28007','es_sportsandtoys',263.47,1
'C809005315','2','F','28007','M980657600','28007','es_sportsandtoys',85.96,1
'C1728122351','3','F','28007','M732195782','28007','es_travel',1081.97,1
'C623601481','3','M','28007','M732195782','28007','es_travel',2372.22,1
'C1983968298','4','M','28007','M480139044','28007','es_health',1191.42,1
'C806399525','2','F','28007','M480139044','28007','es_health',512.48,1
'C1981089677','4','M','28007','M3697346','28007','es_leisure',351.9,1
'C189036899','0','F','28007','M3697346','28007','es_leisure',395.07,1
'C1055224400','3','F','28007','M980657600','28007','es_sportsandtoys',53.79,1
'C1464489812','4','M','28007','M980657600','28007','es_sportsandtoys',552.3,1
'C1685492470','2','F','28007','M209847108','28007','es_wellnessandbeauty',240.22,1
'C537423962','3','F','28007','M209847108','28007','es_wellnessandbeauty',390.07,1
'C1334695551','2','F','28007','M980657600','28007','es_sportsandtoys',907.94,1
'C1350963410','5','F','28007','M980657600','28007','es_sportsandtoys',382.17,1
'C231476583','1','M','28007','M855959430','28007','es_hyper',477.46,1
'C1181615831','3','M','28007','M855959430','28007','es_hyper',229.14,1
'C806399525','2','F','28007','M480139044','28007','es_health',45.79,1
'C2113737065','2','F','28007','M480139044','28007','es_health',239.43,1
'C660024200','2','F','28007','M980657600','28007','es_sportsandtoys',532.32,1
'C1978250683','3','F','28007','M980657600','28007','es_sportsandtoys',135.95,1
'C1112424232','3','F','28007','M480139044','28007','es_health',313,1
'C931370744','2','F','28007','M480139044','28007','es_health',886.7,1
'C1275518867','5','F','28007','M980657600','28007','es_sportsandtoys',458.43,1
'C1986701933','3','F','28007','M980657600','28007','es_sportsandtoys',595.16,1
'C2109575612','5','M','28007','M732195782','28007','es_travel',2017.67,1
'C1057813963','2','F','28007','M732195782','28007','es_travel',149.22,1
'C2113737065','2','F','28007','M480139044','28007','es_health',785.08,1
'C1076053396','4','M','28007','M480139044','28007','es_health',768.7,1
'C969824969','4','F','28007','M2080407379','28007','es_travel',1649.5,1
'C1815102713','4','F','28007','M2080407379','28007','es_travel',2929.84,1
'C811312110','3','F','28007','M980657600','28007','es_sportsandtoys',516.58,1
'C407936671','2','F','28007','M980657600','28007','es_sportsandtoys',64.15,1
'C637279747','4','F','28007','M3697346','28007','es_leisure',259.37,1
'C365096731','3','M','28007','M3697346','28007','es_leisure',333.94,1
'C800272493','2','F','28007','M1649169323','28007','es_sportsandtoys',661.42,1
'C1978250683','3','F','28007','M1649169323','28007','es_sportsandtoys',167.59,1
'C218446443','2','M','28007','M1873032707','28007','es_hotelservices',622.29,1
'C525850964','2','F','28007','M1873032707','28007','es_hotelservices',255.84,1
'C2055489140','5','M','28007','M151143676','28007','es_barsandrestaurants',303.39,1
'C279936687','3','F','28007','M151143676','28007','es_barsandrestaurants',210.79,1
'C1994736634','4','F','28007','M980657600','28007','es_sportsandtoys',323.24,1
'C1649412954','4','M','28007','M980657600','28007','es_sportsandtoys',212.29,1
'C1237476993','1','M','28007','M2122776122','28007','es_home',421.66,1
'C704456922','2','M','28007','M2122776122','28007','es_home',825.64,1
'C296571542','2','F','28007','M1535107174','28007','es_wellnessandbeauty',168.88,1
'C877486986','0','F','28007','M1535107174','28007','es_wellnessandbeauty',206.44,1
'C758849918','2','F','28007','M1198415165','28007','es_wellnessandbeauty',61.01,1
'C1275518867','5','F','28007','M1198415165','28007','es_wellnessandbeauty',160.74,1
'C1275518867','5','F','28007','M1888755466','28007','es_otherservices',136.7,1
'C1282333137','2','F','28007','M1888755466','28007','es_otherservices',97.83,1
'C23582994','2','F','28007','M480139044','28007','es_health',324.34,1
'C189036899','0','F','28007','M480139044','28007','es_health',372.5,1
'C430880678','2','M','28007','M480139044','28007','es_health',135.01,1
'C119537158','4','F','28007','M480139044','28007','es_health',75.25,1
'C402571153','4','M','28007','M855959430','28007','es_hyper',305.25,1
'C806399525','2','F','28007','M855959430','28007','es_hyper',57.14,1
'C1788210321','2','F','28007','M2011752106','28007','es_hotelservices',526.32,1
'C655866157','5','M','28007','M2011752106','28007','es_hotelservices',530.99,1
'C1020019215','4','F','28007','M480139044','28007','es_health',853.6,1
'C2004941826','2','F','28007','M480139044','28007','es_health',369.28,1
'C126638730','3','F','28007','M980657600','28007','es_sportsandtoys',524.27,1
'C1849046345','4','F','28007','M980657600','28007','es_sportsandtoys',307.44,1
'C100045114','4','M','28007','M732195782','28007','es_travel',3902.93,1
'C879260717','2','M','28007','M732195782','28007','es_travel',2590.21,1
'C1163388474','2','F','28007','M855959430','28007','es_hyper',195.81,1
'C1849046345','4','F','28007','M855959430','28007','es_hyper',168.62,1
'C1020019215','4','F','28007','M980657600','28007','es_sportsandtoys',741.51,1
'C1464489812','4','M','28007','M980657600','28007','es_sportsandtoys',633.79,1
'C382331420','4','F','28007','M480139044','28007','es_health',1179.38,1
'C1275518867','5','F','28007','M480139044','28007','es_health',903.76,1
'C183270065','0','F','28007','M547558035','28007','es_fashion',340.2,1
'C806399525','2','F','28007','M547558035','28007','es_fashion',248.34,1
'C1175850429','4','M','28007','M78078399','28007','es_wellnessandbeauty',201.54,1
'C187473376','2','F','28007','M78078399','28007','es_wellnessandbeauty',490.99,1
'C1275518867','5','F','28007','M547558035','28007','es_fashion',226.5,1
'C1728122351','3','F','28007','M547558035','28007','es_fashion',531.43,1
'C1947400039','2','M','28007','M980657600','28007','es_sportsandtoys',331.54,1
'C1175850429','4','M','28007','M980657600','28007','es_sportsandtoys',450.9,1
'C587299231','2','F','28007','M980657600','28007','es_sportsandtoys',168.91,1
'C2025967620','3','F','28007','M980657600','28007','es_sportsandtoys',794.27,1
'C2021849962','4','F','28007','M151143676','28007','es_barsandrestaurants',100.71,1
'C170002529','2','F','28007','M151143676','28007','es_barsandrestaurants',212.39,1
'C739658140','2','M','28007','M857378720','28007','es_hotelservices',21.42,1
'C906611945','2','M','28007','M857378720','28007','es_hotelservices',389.7,1
'C44151986','1','F','28007','M1649169323','28007','es_sportsandtoys',176.59,1
'C576436654','6','F','28007','M1649169323','28007','es_sportsandtoys',570.25,1
'C1327677398','2','M','28007','M980657600','28007','es_sportsandtoys',536.53,1
'C1275518867','5','F','28007','M980657600','28007','es_sportsandtoys',276.93,1
'C1733778992','2','F','28007','M980657600','28007','es_sportsandtoys',131.41,1
'C1275518867','5','F','28007','M980657600','28007','es_sportsandtoys',126.16,1
'C1746579125','2','F','28007','M547558035','28007','es_fashion',312.16,1
'C910454738','4','F','28007','M547558035','28007','es_fashion',394.05,1
'C617723960','4','F','28007','M480139044','28007','es_health',330.65,1
'C843090653','4','F','28007','M480139044','28007','es_health',424.99,1
'C784046647','2','M','28007','M480139044','28007','es_health',548.91,1
'C676229147','2','M','28007','M480139044','28007','es_health',118.25,1
'C272748313','4','M','28007','M923029380','28007','es_home',527.29,1
'C1978250683','3','F','28007','M923029380','28007','es_home',39.82,1
'C656901929','4','M','28007','M923029380','28007','es_home',402.17,1
'C617723960','4','F','28007','M923029380','28007','es_home',771.1,1
'C1994736634','4','F','28007','M480139044','28007','es_health',879.95,1
'C1791524453','2','F','28007','M480139044','28007','es_health',805.01,1
'C374616385','1','F','28007','M480139044','28007','es_health',106.79,1
'C811312110','3','F','28007','M480139044','28007','es_health',757.85,1
'C882083718','3','M','28007','M480139044','28007','es_health',19.77,1
'C2113737065','2','F','28007','M480139044','28007','es_health',902.89,1
'C2113737065','2','F','28007','M1353266412','28007','es_hotelservices',434.5,1
'C428024823','3','M','28007','M1353266412','28007','es_hotelservices',339.07,1
'C1404684380','5','F','28007','M855959430','28007','es_hyper',58.68,1
'C1203244235','3','F','28007','M855959430','28007','es_hyper',38.68,1
'C1175850429','4','M','28007','M980657600','28007','es_sportsandtoys',4.99,1
'C1849046345','4','F','28007','M980657600','28007','es_sportsandtoys',638.84,1
'C1990714179','3','M','28007','M1888755466','28007','es_otherservices',451.63,1
'C1990714179','3','M','28007','M1888755466','28007','es_otherservices',40.85,1
'C910454738','4','F','28007','M857378720','28007','es_hotelservices',166.69,1
'C1160118068','2','M','28007','M857378720','28007','es_hotelservices',891.17,1
'C417267123','2','F','28007','M840466850','28007','es_tech',1071.69,1
'C218446443','2','M','28007','M840466850','28007','es_tech',630.86,1
'C1350963410','5','F','28007','M480139044','28007','es_health',139.37,1
'C1771537982','2','M','28007','M480139044','28007','es_health',391.05,1
'C951578955','2','M','28007','M480139044','28007','es_health',1073.59,1
'C1175850429','4','M','28007','M480139044','28007','es_health',270.04,1
'C806399525','2','F','28007','M1535107174','28007','es_wellnessandbeauty',262.48,1
'C1334045764','3','F','28007','M1535107174','28007','es_wellnessandbeauty',20.33,1
'C828968085','1','F','28007','M480139044','28007','es_health',639.55,1
'C1849046345','4','F','28007','M480139044','28007','es_health',26.47,1
'C1849046345','4','F','28007','M980657600','28007','es_sportsandtoys',257.73,1
'C1305161735','6','M','28007','M980657600','28007','es_sportsandtoys',296.36,1
'C1978250683','3','F','28007','M480139044','28007','es_health',223.01,1
'C629170053','4','M','28007','M480139044','28007','es_health',270.97,1
'C2113737065','2','F','28007','M1649169323','28007','es_sportsandtoys',482.97,1
'C587299231','2','F','28007','M1649169323','28007','es_sportsandtoys',793.44,1
'C296571542','2','F','28007','M980657600','28007','es_sportsandtoys',98.65,1
'C1928842916','2','M','28007','M980657600','28007','es_sportsandtoys',300.79,1
'C390271010','3','F','28007','M480139044','28007','es_health',607.32,1
'C1592279480','2','M','28007','M480139044','28007','es_health',396.52,1
'C792765429','5','M','28007','M1888755466','28007','es_otherservices',631.79,1
'C1350963410','5','F','28007','M1888755466','28007','es_otherservices',142.62,1
'C521213907','1','M','28007','M855959430','28007','es_hyper',247.1,1
'C913863966','6','M','28007','M855959430','28007','es_hyper',266.49,1
'C1572610482','3','F','28007','M732195782','28007','es_travel',4810.7,1
'C515668508','3','F','28007','M732195782','28007','es_travel',2450.37,1
'C750714109','3','F','28007','M980657600','28007','es_sportsandtoys',514.56,1
'C1180936672','2','F','28007','M980657600','28007','es_sportsandtoys',390.24,1
'C1350963410','5','F','28007','M980657600','28007','es_sportsandtoys',685.93,1
'C381446674','5','F','28007','M980657600','28007','es_sportsandtoys',122.48,1
'C1771537982','2','M','28007','M151143676','28007','es_barsandrestaurants',335.35,1
'C721654925','2','M','28007','M151143676','28007','es_barsandrestaurants',294.82,1
'C792765429','5','M','28007','M732195782','28007','es_travel',953.75,1
'C1685492470','2','F','28007','M732195782','28007','es_travel',4043.62,1
'C515668508','3','F','28007','M1198415165','28007','es_wellnessandbeauty',19.75,1
'C1350963410','5','F','28007','M1198415165','28007','es_wellnessandbeauty',209.8,1
'C1523854098','4','M','28007','M2011752106','28007','es_hotelservices',223.24,1
'C461156176','5','F','28007','M2011752106','28007','es_hotelservices',300.97,1
'C1350963410','5','F','28007','M855959430','28007','es_hyper',25.32,1
'C218446443','2','M','28007','M855959430','28007','es_hyper',247.61,1
'C1572610482','3','F','28007','M480139044','28007','es_health',374.97,1
'C1994736634','4','F','28007','M480139044','28007','es_health',483.14,1
'C2052617893','5','F','28007','M1294758098','28007','es_leisure',198.38,1
'C1545573016','2','F','28007','M1294758098','28007','es_leisure',280.34,1
'C275926123','2','M','28007','M1198415165','28007','es_wellnessandbeauty',312.39,1
'C1127069069','2','F','28007','M1198415165','28007','es_wellnessandbeauty',9.76,1
'C806399525','2','F','28007','M732195782','28007','es_travel',6532.45,1
'C644541754','5','F','28007','M732195782','28007','es_travel',6590.61,1
'C1981089677','4','M','28007','M923029380','28007','es_home',312.28,1
'C806399525','2','F','28007','M923029380','28007','es_home',515.87,1
'C1305161735','6','M','28007','M1294758098','28007','es_leisure',320.04,1
'C1398865038','3','F','28007','M1294758098','28007','es_leisure',237.5,1
'C723509264','4','F','28007','M480139044','28007','es_health',645.17,1
'C1350963410','5','F','28007','M480139044','28007','es_health',168.45,1
'C176878772','2','F','28007','M480139044','28007','es_health',104.79,1
'C179390259','4','F','28007','M480139044','28007','es_health',1107.41,1
'C1175850429','4','M','28007','M480139044','28007','es_health',369.49,1
'C159675329','1','F','28007','M480139044','28007','es_health',783.09,1
'C1562991705','5','F','28007','M209847108','28007','es_wellnessandbeauty',294.06,1
'C1777502922','2','F','28007','M209847108','28007','es_wellnessandbeauty',243.94,1
'C1175850429','4','M','28007','M1294758098','28007','es_leisure',239.14,1
'C553434543','2','M','28007','M1294758098','28007','es_leisure',217.55,1
'C1906259613','6','F','28007','M980657600','28007','es_sportsandtoys',199.17,1
'C1275518867','5','F','28007','M980657600','28007','es_sportsandtoys',532.89,1
'C159675329','1','F','28007','M1888755466','28007','es_otherservices',677.91,1
'C1080032135','6','F','28007','M1888755466','28007','es_otherservices',64.66,1
'C1372889664','5','F','28007','M980657600','28007','es_sportsandtoys',217.91,1
'C806399525','2','F','28007','M980657600','28007','es_sportsandtoys',122.3,1
'C1982656265','3','M','28007','M480139044','28007','es_health',196.06,1
'C855942730','3','F','28007','M480139044','28007','es_health',520.43,1
'C1978250683','3','F','28007','M840466850','28007','es_tech',470.06,1
'C594793398','2','F','28007','M840466850','28007','es_tech',124.75,1
'C2105324799','4','M','28007','M732195782','28007','es_travel',4043.96,1
'C632538178','3','M','28007','M732195782','28007','es_travel',2938.68,1
'C1225533078','2','F','28007','M840466850','28007','es_tech',567.69,1
'C1275518867','5','F','28007','M840466850','28007','es_tech',380.26,1
'C1708261114','4','F','28007','M3697346','28007','es_leisure',351.29,1
'C44151986','1','F','28007','M3697346','28007','es_leisure',441.59,1
'C660024200','2','F','28007','M732195782','28007','es_travel',5821.37,1
'C1112424232','3','F','28007','M732195782','28007','es_travel',1771.06,1
'C898690183','5','F','28007','M732195782','28007','es_travel',1042.53,1
'C44151986','1','F','28007','M732195782','28007','es_travel',457.75,1
'C330615170','2','F','28007','M980657600','28007','es_sportsandtoys',415.91,1
'C910454738','4','F','28007','M980657600','28007','es_sportsandtoys',963.62,1
'C1040405455','6','F','28007','M1741626453','28007','es_sportsandtoys',55.36,1
'C125481968','1','M','28007','M1741626453','28007','es_sportsandtoys',751.48,1
'C1777502922','2','F','28007','M1294758098','28007','es_leisure',311.24,1
'C617723960','4','F','28007','M1294758098','28007','es_leisure',211.11,1
'C2136008441','6','M','28007','M480139044','28007','es_health',261.71,1
'C1045850211','3','M','28007','M480139044','28007','es_health',855.66,1
'C1350963410','5','F','28007','M480139044','28007','es_health',5.85,1
'C1125717761','5','M','28007','M480139044','28007','es_health',788.44,1
'C1360806205','4','F','28007','M1741626453','28007','es_sportsandtoys',568.49,1
'C1225533078','2','F','28007','M1741626453','28007','es_sportsandtoys',213.91,1
'C296571542','2','F','28007','M480139044','28007','es_health',179.03,1
'C617723960','4','F','28007','M480139044','28007','es_health',11.3,1
'C1355090926','3','F','28007','M1888755466','28007','es_otherservices',906.3,1
'C2113737065','2','F','28007','M1888755466','28007','es_otherservices',360.74,1
'C595459074','5','M','28007','M980657600','28007','es_sportsandtoys',701.03,1
'C1175850429','4','M','28007','M980657600','28007','es_sportsandtoys',471.85,1
'C475928775','4','F','28007','M1198415165','28007','es_wellnessandbeauty',496.86,1
